episode,cumulative_reward,episode_length,time,epsilon
0,-207.26523,119,0.0,0.8046366306476576
1,-192.55637,99,0.25,0.7335066254165757
2,-419.0944,87,0.25,0.6765548682328837
3,-390.04785,72,0.25,0.6330286628116172
4,-341.7779,85,0.25,0.5855189889506255
5,-87.57802,80,0.25,0.5443463325007666
6,-46.279125,61,0.1875,0.5150925181147596
7,-235.30157,75,0.1875,0.4814865542211128
8,-159.83502,96,0.3125,0.44199000792735965
9,-109.43141,163,0.5,0.3830312566816501
10,-65.98597,331,1.0,0.2891847700008381
11,-280.6715,330,1.0625,0.2219556078290591
12,-238.00865,166,0.5,0.19565435005935378
13,-241.17815,249,0.75,0.16354921434263686
14,-188.74518,278,0.875,0.1359904591071289
15,-161.4853,520,1.625,0.10112309486857886
16,-88.57846,508,1.5625,0.08076065226800683
17,-166.7132,546,1.6875,0.06781848407149395
18,134.16563,730,2.1875,0.05858688766383201
19,-129.23718,1000,3.0625,0.05315893943517248
20,-280.15576,936,2.875,0.05123891543721736
21,-71.23203,509,1.5,0.05074470757791951
22,-72.68698,1000,3.0,0.05027396260760117
23,-50.62413,1000,3.0625,0.05010078521098619
24,-7.5696964,1000,3.0625,0.050037076807095945
25,177.16907,910,2.75,0.05001492431300594
26,157.9489,901,2.75,0.050006061708120705
27,-41.869392,1000,3.125,0.05000222997779599
28,-84.6152,1000,3.0,0.050000820362985414
29,-14.025671,1000,3.0625,0.050000301794676634
30,-90.98696,1000,3.0,0.05000011102405699
31,146.16974,920,2.8125,0.05000004424520073
32,-50.408665,1000,3.0625,0.05000001627689972
33,-107.77493,1000,3.0625,0.050000005987936774
34,-76.22623,1000,3.0625,0.05000000220283884
35,-75.383965,1000,3.0625,0.05000000081037912
36,-48.180096,432,1.375,0.050000000526105724
37,192.53616,630,1.9375,0.050000000280199595
38,183.09338,535,1.625,0.0500000001641043
39,-4.950485,166,0.5,0.05000000013900393
40,-99.45825,1000,3.0625,0.05000000005113669
41,-72.07118,1000,3.0,0.050000000018812135
42,-173.73404,961,2.9375,0.05000000000719584
43,-46.461308,1000,3.0625,0.050000000002647205
44,-24.90438,444,1.3125,0.05000000000169809
45,-168.67075,624,1.9375,0.05000000000090983
46,197.63242,394,1.1875,0.05000000000061355
47,151.63535,645,1.9375,0.050000000000321905
48,164.21436,572,1.6875,0.050000000000181684
49,19.722198,96,0.3125,0.05000000000016505
50,-50.884525,1000,3.0625,0.050000000000060725
51,215.99748,491,1.5,0.05000000000003716
52,49.660538,115,0.375,0.05000000000003313
53,182.15988,492,1.5,0.05000000000002026
54,-50.072105,1000,3.0625,0.050000000000007455
55,253.30107,332,1.0625,0.050000000000005346
56,28.50647,132,0.375,0.050000000000004687
57,139.73497,625,1.9375,0.05000000000000251
58,25.010124,135,0.4375,0.050000000000002195
59,-41.760952,74,0.1875,0.050000000000002036
60,159.5873,663,2.0625,0.05000000000000105
61,22.41481,172,0.5,0.050000000000000884
62,180.59714,527,1.625,0.05000000000000052
63,9.932243,96,0.3125,0.050000000000000475
64,183.44888,513,1.5625,0.05000000000000029
65,54.460022,146,0.4375,0.050000000000000246
66,121.15477,742,2.3125,0.05000000000000012
67,277.5666,258,0.8125,0.05000000000000009
68,233.79448,505,1.5625,0.05000000000000006
69,173.50156,646,2.0,0.05000000000000003
70,220.25056,479,1.4375,0.050000000000000024
71,47.10916,166,0.5,0.05000000000000002
72,235.46924,547,1.6875,0.05000000000000001
73,221.05585,546,1.6875,0.05000000000000001
74,230.48474,547,1.6875,0.05
75,283.44528,381,1.1875,0.05
76,246.89879,489,1.5,0.05
77,232.2941,591,1.8125,0.05
78,231.75832,609,1.875,0.05
79,236.456,409,1.25,0.05
80,200.84256,626,1.9375,0.05
81,264.27017,301,0.9375,0.05
82,30.845413,248,0.75,0.05
83,227.42917,498,1.5625,0.05
84,290.255,266,0.8125,0.05
85,238.40033,495,1.5,0.05
86,285.60797,260,0.8125,0.05
87,240.59694,499,1.5625,0.05
88,212.7551,589,1.8125,0.05
89,182.56061,561,1.75,0.05
90,258.58093,323,1.0,0.05
91,214.27046,518,1.625,0.05
92,237.91878,338,1.0625,0.05
93,234.82343,439,1.375,0.05
94,264.84192,314,0.9375,0.05
95,-20.899597,192,0.625,0.05
96,206.2208,415,1.25,0.05
97,205.54807,533,1.6875,0.05
98,259.80057,412,1.3125,0.05
99,-62.923824,424,1.3125,0.05
100,-52.058254,207,0.625,0.05
101,190.52429,429,1.375,0.05
102,207.37495,454,1.375,0.05
103,-49.469196,422,1.3125,0.05
104,-22.857513,204,0.625,0.05
105,233.48956,399,1.25,0.05
106,268.10455,375,1.125,0.05
107,205.85484,454,1.4375,0.05
108,204.52328,495,1.5625,0.05
109,231.3569,519,1.625,0.05
110,277.5409,448,1.375,0.05
111,-36.530857,191,0.625,0.05
112,169.64702,582,1.8125,0.05
113,299.15063,351,1.125,0.05
114,275.32983,445,1.375,0.05
115,0.61912537,212,0.6875,0.05
116,-11.283684,217,0.625,0.05
117,253.26714,564,1.8125,0.05
118,217.80927,453,1.375,0.05
119,196.43402,487,1.5625,0.05
120,178.75565,550,1.6875,0.05
121,210.55048,551,1.6875,0.05
122,191.41946,666,2.0625,0.05
123,-10.983665,171,0.5,0.05
124,-4.1407013,210,0.6875,0.05
125,198.823,525,1.625,0.05
126,91.7309,1000,3.0625,0.05
127,175.83763,587,1.8125,0.05
128,21.862297,197,0.625,0.05
129,193.69016,744,2.3125,0.05
130,276.15515,244,0.75,0.05
131,258.82846,286,0.9375,0.05
132,256.13452,300,0.9375,0.05
133,288.13342,272,0.8125,0.05
134,244.5842,440,1.375,0.05
135,260.44,412,1.3125,0.05
136,182.01569,461,1.4375,0.05
137,172.82532,488,1.5,0.05
138,212.11768,862,2.6875,0.05
139,227.25133,353,1.125,0.05
140,226.43454,355,1.0625,0.05
141,251.67595,331,1.0625,0.05
142,270.20615,376,1.1875,0.05
143,277.01184,475,1.5,0.05
144,234.29907,491,1.5,0.05
145,211.26875,505,1.625,0.05
146,0.5253296,183,0.5625,0.05
147,251.34921,392,1.1875,0.05
148,240.27763,355,1.125,0.05
149,231.5643,439,1.375,0.05
150,275.89056,350,1.125,0.05
151,247.53261,298,0.9375,0.05
152,259.96655,347,1.0625,0.05
153,282.047,276,0.875,0.05
154,253.5001,391,1.25,0.05
155,282.47507,390,1.1875,0.05
156,227.43538,377,1.1875,0.05
157,216.05132,330,1.0625,0.05
158,247.94064,315,0.9375,0.05
159,264.9328,354,1.125,0.05
160,268.29395,361,1.125,0.05
161,268.7236,323,1.0625,0.05
162,-21.164612,185,0.5625,0.05
163,228.38744,398,1.25,0.05
164,288.50366,427,1.375,0.05
165,21.426613,181,0.5625,0.05
166,282.57288,312,0.9375,0.05
167,263.5745,319,1.0625,0.05
168,255.85219,344,1.0625,0.05
169,194.08975,374,1.1875,0.05
170,268.06824,397,1.25,0.05
171,-51.75111,180,0.5625,0.05
172,277.56055,325,1.0,0.05
173,283.73828,318,1.0,0.05
174,7.5156403,173,0.5625,0.05
