episode,cumulative_reward,episode_length,time,epsilon
0,14.0,14,0.0625,0.8881829126234326
1,16.0,16,0.0,0.874878703516232
2,10.0,10,0.0,0.8666710232794748
3,17.0,17,0.0,0.8529049589615448
4,28.0,28,0.0,0.8307354417412388
5,13.0,13,0.0,0.8206515681908328
6,13.0,13,0.0,0.8106979365896764
7,14.0,14,0.0,0.8001223671969062
8,35.0,35,0.25,0.7743222206212796
9,14.0,14,0.0625,0.7642523630096667
10,15.0,15,0.0,0.7536185306905236
11,11.0,11,0.0625,0.7459211401162845
12,14.0,14,0.0,0.7362461272692793
13,48.0,48,0.125,0.7040843701514395
14,38.0,38,0.0625,0.6796954875794602
15,14.0,14,0.0625,0.6709411739355112
16,16.0,16,0.0625,0.6610851734171372
17,15.0,15,0.0,0.65198730044763
18,24.0,24,0.0625,0.6377115988827622
19,11.0,11,0.0625,0.6312821978305024
20,12.0,12,0.0,0.6243484968665322
21,12.0,12,0.0625,0.6174975030785896
22,14.0,14,0.0625,0.6096078941611032
23,14.0,14,0.0,0.6018279701823753
24,24.0,24,0.0625,0.5887417615337667
25,10.0,10,0.0625,0.5833811914402396
26,8.0,8,0.0,0.5791311646825338
27,10.0,10,0.0625,0.5738662216254462
28,12.0,12,0.0,0.5676173949119624
29,15.0,15,0.0625,0.5599110758740077
30,11.0,11,0.0,0.5543327908545942
31,22.0,22,0.0625,0.5433586278696311
32,22.0,22,0.0625,0.5326232600917303
33,10.0,10,0.0625,0.5278210784172991
34,16.0,16,0.0625,0.5202367773687429
35,14.0,14,0.0,0.5136993313853994
36,11.0,11,0.0625,0.5086265899679951
37,16.0,16,0.0,0.5013469568912972
38,12.0,12,0.0625,0.49596316079060393
39,18.0,18,0.0625,0.4880076383958704
40,13.0,13,0.0,0.4823503908782666
41,10.0,10,0.0625,0.4780484326104157
42,13.0,13,0.0,0.4725198168500421
43,16.0,16,0.0,0.4658132950268818
44,10.0,10,0.0625,0.4616758836120581
45,12.0,12,0.0,0.456765295464515
46,9.0,9,0.0625,0.4531208324888169
47,13.0,13,0.0,0.44791417824588203
48,14.0,14,0.0625,0.442382193995639
49,14.0,14,0.0625,0.43692711791157346
50,18.0,18,0.0625,0.43002473757545295
51,16.0,16,0.0,0.42399272654484355
52,11.0,11,0.0625,0.4199013503764032
53,12.0,12,0.0,0.4154890608563538
54,10.0,10,0.0625,0.41185238393797263
55,10.0,10,0.0,0.40825189255953
56,14.0,14,0.0625,0.4032713114804751
57,22.0,22,0.0625,0.3955842107795092
58,10.0,10,0.0,0.39214559042859054
59,11.0,11,0.0625,0.3884026130510649
60,10.0,10,0.0,0.3850354507914908
61,11.0,11,0.0625,0.38137025635946326
62,11.0,11,0.0,0.3777451581327561
63,11.0,11,0.0625,0.3741597174700611
64,11.0,11,0.0,0.37061350052868336
65,18.0,18,0.0625,0.3648940866672602
66,10.0,10,0.0625,0.3617608381535171
67,10.0,10,0.0,0.3586587659833909
68,12.0,12,0.0625,0.35497699559505885
69,10.0,10,0.0,0.35194242378620877
70,14.0,14,0.0625,0.3477446826043568
71,17.0,17,0.0625,0.342725804336099
72,12.0,12,0.0,0.33923408688925566
73,13.0,13,0.0625,0.33549837847546365
74,15.0,15,0.0625,0.3312478613734932
75,12.0,12,0.0,0.32789305612606223
76,10.0,10,0.0625,0.32512797401765625
77,12.0,12,0.0,0.32184616854385834
78,13.0,13,0.0625,0.31833504013569364
79,10.0,10,0.0,0.3156650618754199
80,15.0,15,0.0625,0.3117098243888625
81,11.0,11,0.0,0.3088467918683011
82,11.0,11,0.0,0.3060150801253718
83,12.0,12,0.0625,0.3029612587379605
84,11.0,11,0.0,0.3001939330867353
85,10.0,10,0.0625,0.2977044618575728
86,14.0,14,0.0,0.2942607615407063
87,12.0,12,0.0625,0.29134714904048525
88,13.0,13,0.0,0.2882299418502398
89,11.0,11,0.0625,0.2856237726990381
90,11.0,11,0.0,0.2830461143118147
91,16.0,16,0.0625,0.2793470479269838
92,21.0,21,0.0625,0.2745809787981233
93,17.0,17,0.0625,0.27079537099450146
94,16.0,16,0.0625,0.26729075673743113
95,18.0,18,0.0625,0.2634145139591518
96,16.0,16,0.0,0.2600270536835213
97,28.0,28,0.125,0.2542278637153971
98,8.0,8,0.0,0.25260055870466763
99,14.0,14,0.0625,0.24978391340495654
0,22.0,22,0.0,0.8815041997935286
1,18.0,18,0.0625,0.8666710232794748
2,29.0,29,0.0,0.8433276780664717
3,10.0,10,0.0,0.8354339357783238
4,11.0,11,0.0,0.826841507480544
5,30.0,30,0.0,0.8038823712095838
6,76.0,76,0.1875,0.7487103994764586
7,9.0,9,0.0,0.7424502189497024
8,25.0,25,0.0625,0.725353562127834
9,26.0,26,0.125,0.7080206734734111
10,20.0,20,0.0,0.6949909911470552
11,23.0,23,0.0625,0.680325498019759
12,15.0,15,0.0625,0.6709411739355112
13,19.0,19,0.0625,0.6592546650323442
14,15.0,15,0.0625,0.6501840447822268
15,9.0,9,0.0,0.6448066230744194
