episode,cumulative_reward,episode_length,time,epsilon
0,-132.64742,120,0.125,0.8038823712095838
1,-291.66406,92,0.5,0.7376199929315248
2,-485.4499,93,0.375,0.6765548682328837
3,-320.86487,79,0.25,0.6289617131026151
4,-161.01125,110,0.25,0.5686536656270779
5,-397.4819,209,0.75,0.47083311323880195
6,-81.23125,238,0.75,0.3817017923561931
7,-438.99118,113,0.25,0.34625967480459935
8,-468.47812,92,0.375,0.32021997499182897
9,-0.6189682,1000,3.125,0.14940837339335516
10,-57.1452,320,1.0,0.12218529461664675
11,-13.630501,289,0.875,0.10406766671845603
12,66.62498,1000,3.125,0.0698903830178294
13,-227.44092,995,3.125,0.057353940922652544
14,-98.14036,450,1.375,0.054689079757646655
15,-261.41296,900,2.875,0.051906437561562935
16,-221.12953,548,1.625,0.051102120828530134
17,-173.18065,348,1.0,0.050778206278477594
18,-169.71265,448,1.375,0.05049719963646238
19,-179.21729,557,1.75,0.050284858233007525
0,-126.49058,79,0.0,0.8354339357783238
1,-77.01312,86,0.125,0.7707096484747286
2,-201.60214,120,0.375,0.6892121161714753
3,-437.1912,198,0.625,0.5743903498675154
4,-178.49167,112,0.375,0.5188281809876554
5,-248.43741,160,0.5,0.44950902252095726
6,-151.41153,366,1.125,0.3270606262268552
7,-74.016495,1000,3.0,0.1519249083469454
8,-98.38667,1000,3.125,0.08749607832412475
9,-145.30725,716,2.25,0.06832445212205628
10,-124.66312,708,2.125,0.059027146808814435
11,-223.83272,840,2.625,0.05389711427390443
12,49.04152,930,2.875,0.05153762089651112
13,-63.59544,1000,3.125,0.050565659116142046
14,-50.554157,1000,3.0,0.05020809435953987
15,-215.54214,620,2.0,0.0501119432032093
16,-62.578213,1000,3.125,0.05004118160303958
17,-14.112898,1000,3.0,0.05001514986511275
18,-79.503944,1000,3.25,0.0500055733239115
19,-75.97263,1000,3.125,0.05000205031128603
0,-138.83862,89,0.0,0.8276187375382842
1,-239.28108,112,0.25,0.7452255668207806
2,-87.15911,101,0.375,0.6784373551561022
3,122.08611,1000,3.0,0.28118918302608603
4,-21.279175,194,0.625,0.2404207979808305
5,-88.13159,158,0.5,0.2125907568381964
6,-32.46395,258,0.75,0.17561684351784745
7,214.89755,600,1.875,0.11893998541199716
8,11.03463,228,0.625,0.10488479485919319
9,-182.79388,145,0.5,0.09747657110601196
10,-75.0177,1000,3.0,0.06746565444721592
11,-146.84296,1000,3.0,0.056425255197735315
12,-89.354576,1000,3.125,0.05236371929152677
13,-28.019516,1000,3.125,0.05086956373205303
14,-7.346633,1000,3.0,0.05031989461981062
15,25.034115,1000,3.125,0.05011768265396969
16,-31.61748,1000,3.125,0.05004329302897794
17,-71.86966,1000,3.125,0.05001592661530702
18,-53.89195,1000,3.125,0.0500058590743389
19,-98.4348,1000,3.125,0.05000215543299358
0,-124.49515,77,0.125,0.837006375565521
1,-83.22794,58,0.0,0.7926585249348292
2,-50.840115,85,0.25,0.7321409782681068
3,-119.165535,92,0.25,0.6721842989940657
4,-226.80737,218,0.75,0.5503142242266019
5,-170.2487,130,0.375,0.4893236343179443
6,-94.77133,230,0.625,0.3990573898394937
7,-137.55281,391,1.25,0.2860954918063037
8,-235.13283,762,2.375,0.1601933278967541
9,-105.3263,1000,3.0,0.09053785988747942
10,-94.31083,1000,3.125,0.06491304524169215
11,-53.96865,1000,3.0,0.05548620274967815
12,-82.05548,1000,3.125,0.05201826120170483
13,-84.234245,1000,3.0,0.05074247680302118
14,228.99408,400,1.25,0.05049769708478155
15,-77.27095,1000,3.125,0.05018309252542209
16,15.53545,1000,3.0,0.05006735597593495
17,213.21893,762,2.375,0.05003143719130434
18,186.88582,741,2.375,0.05001498412981182
19,246.98177,525,1.5,0.05000886394237055
0,-152.92593,94,0.0,0.823740347904652
1,-38.110355,108,0.25,0.7445306887509011
2,-146.16302,131,0.375,0.6592546650323442
3,-60.61937,169,0.5,0.5645209890492907
4,-35.30977,210,0.625,0.4670626079443541
5,-2.76799,316,1.0,0.35406343563338605
6,-99.22479,1000,3.0,0.1618586867814789
7,-80.09923,1000,3.125,0.09115051118334186
8,-86.67808,124,0.375,0.08635153202138439
9,-102.47604,1000,3.125,0.06337298128575268
10,-140.72159,721,2.25,0.05650282273452064
11,113.6327,814,2.5,0.05288128492592187
12,127.2996,680,2.125,0.05145970790331885
13,-34.490555,375,1.125,0.0510032415921175
14,-90.8259,218,0.625,0.05080673208835974
15,160.96353,494,1.625,0.05049225241741973
16,37.539127,1000,3.0,0.05018108954423566
17,-18.33953,91,0.25,0.050165337961145834
18,-51.735268,283,0.875,0.05012458542540777
19,-86.36151,280,0.875,0.05009415963894554
